meeting_id,item_id,item_description,item_body,Jan Devereux,Dennis J Carlone,Nadeem A Mazen,E Denise Simmons,Timothy J Toomey,Craig A Kelley,Leland Cheung,Marc C McGovern,David P Maher
1559,2143, That the City Manager is requested to confer with the City Solicitor and other relevant City departments to consider the pending State legislation and pending legislation in the City of Boston and any other actions that would allow Cambridge to institute municipal lobbying regulations.,"WHEREAS:

|

The City of Cambridge continually strives to be open, transparent and
accountable to the public it serves; and  
  
---|---  
  
|  
  
WHEREAS:

|

Disclosing municipal lobbying efforts is an emerging best practice for
municipalities nationwide, as it promotes government transparency, and
enhances the public’s trust in their local government; and  
  
|  
  
WHEREAS:

|

Numerous cities around the country, including Los Angeles, Chicago, Houston,
Philadelphia, Phoenix, San Antonio, San Diego, Dallas, San Jose, Austin,
Jacksonville, and San Francisco have implemented disclosure regulations for
municipal lobbying to achieve a more transparent government; and  
  
|  
  
WHEREAS:

|

There are currently two proposals, one in the City of Boston and one in the
State Legislature, regarding disclosure requirements; and  
  
|  
  
WHEREAS:

|

The City of Boston is considering municipal lobbying regulations that would
require lobbyists in the City of Boston to file twice-yearly reports declaring
campaign contributions, the names of their clients, policies that they tried
to influence or that they advocated on behalf of, compensation received from
clients, and dates of lobbying communications; and  
  
|  
  
WHEREAS:

|

Mayor Walsh recently filed this legislation with the Boston City Council as a
Home Rule petition, and it is currently before the Boston City Council’s
Government Operations Committee; and  
  
|  
  
WHEREAS:

|

The State Senate is also considering Senate Bill 2451, An Act relative to the
establishment of a Massachusetts municipal lobbying policy, a local option
proposal that would allow municipalities to accept disclosure requirements for
municipal lobbyists through the City Clerk’s office; and  
  
|  
  
WHEREAS:

|

Senate Bill 2451 would require lobbyists receiving more than $2,500 per year
to disclose on what issues they are lobbying, who they are lobbying, and would
require lobbyists to register annually with the City Clerk’s office; and  
  
|  
  
WHEREAS:

|

The City of Cambridge is known and respected as a national leader in many
areas of open government, including its Open Data Initiative, and continually
strives to inform and empower the public to engage in civic issues; and  
  
|  
  
WHEREAS:

|

It would benefit the public to require lobbyists to register and publicly
report their work in the City of Cambridge; now therefore be it  
  
|  
  
ORDERED:

|

That this matter be referred to Government Operations, Rules and Claims
Committee.

",Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea
1869,4832," Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of HOME Grant Program Income of $148,143.29 to the Public Investment Fund Community Development Extraordinary Expenditures account which will increase funds available to continue the development of affordable housing for residents.","I am hereby requesting the appropriation of HOME Grant Program Income of
$148,143.29 to the Public Investment Fund Community Development Extraordinary
Expenditures account.

Periodically, the City receives HOME program income related to U.S. Department
of Housing and Urban Development (HUD) grant programs in the form of loan
repayments. Under grant program regulations, this program income is considered
an available resource in addition to the annual HUD block grant appropriation.

This appropriation will increase funds available to continue the development
of affordable housing for residents.

",Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea
1556,2101," A communication was received from Michael Brandon, regarding proposed revisions to City Council Rules.",,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1582,3227," Transmitting Communication from Richard C. Rossi, City Manager, relative to the appropriation of  Addendum #1 to the Fair Housing Assistance Grant from the U.S. Department of Housing and Urban Development (HUD) for $10,000 to the Grant Fund Human Rights Other Ordinary Maintenance Account. The original distribution for FY16 was $42,800 to be used to cover the costs of a HUD Partnership funded Outreach Materials pertaining to housing discrimination and lead paint poisoning.","I am hereby requesting a supplemental appropriation of Addendum #1 to the Fair
Housing Assistance Grant from the U.S. Department of Housing and Urban
Development (HUD) for $10,000 to the Grant Fund Human Rights Other Ordinary
Maintenance Account. The original distribution for FY16 was $42,800.

The supplemental award will be used to cover the costs of a HUD Partnership
funded Outreach Materials pertaining to housing discrimination and lead paint
poisoning.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent
1023,1901," A communication was received from the family of Ann Marie E. (Rudgis) Johnson, transmitting thanks for the kind words of sympathy.",,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea
1871,4914," Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of the Festivals Program of the Massachusetts Cultural Council grant for $500 to the Grant Fund Public Celebrations (Arts Council) Other Ordinary Maintenance account. Funds will be used to support artist fees for the Cambridge Arts River Festival.","I am hereby requesting the appropriation of the Festivals Program of the
Massachusetts Cultural Council grant for $500 to the Grant Fund Public
Celebrations (Arts Council) Other Ordinary Maintenance account. Funds will be
used to support artist fees for the Cambridge Arts River Festival.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1871,4952," Transmitting Communication from Louis A. DePasquale, City Manager, relative to the appropriation of $2,500 from a donation from the Sand County Charitable Trust to the Grant Fund Community Development Other Ordinary Maintenance account to support the City’s efforts related to the Glocal Challenge contest for Cambridge High School students and will be used for project implementation by the competition winners, who have received spring/summer internships to work with Community Development’s staff to bring their creative concepts to fruition.","I am hereby requesting the appropriation of $2,500 from a donation from the
Sand County Charitable Trust to the Grant Fund Community Development Other
Ordinary Maintenance account to support the City’s efforts related to the
Glocal Challenge contest for Cambridge High School students. The funds will be
used for project implementation by the competition winners, who have received
spring/summer internships to work with Community Development’s staff to bring
their creative concepts to fruition.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1023,1918," A communication was received from Mayor Simmons, transmitting an amended Open Meeting Law Complaint filed by Hasson J. Rashid, P.O. Box 382313, regarding the commitment from Boston Properties regarding the MXD and KSURP plan.",,Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea
1616,3634," A communication was received from Councillor David P. Maher, transmitting the Proposed Employment Agreement between the City of Cambridge and Louis A. DePasquale.",,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea
1583,3320," A communication transmitted from Richard C. Rossi, City Manager, relative to CPA.","Listed below are the recommendations of the Community Preservation Act
Committee (CPAC) for FY2017. For additional information, please see
attachments from the CPA Committee Chair, Lisa Peterson, dated September 19,
2016.  
  
The CPA process began with a public meeting held on June 15, 2016, to solicit
suggestions on CPA projects for FY2017. Based on that meeting and other
inputs, the CPAC was provided information on project funding requests without
any recommendations for percentage allocations of anticipated CPA funds. A
public hearing was held on July 28, 2016, to solicit recommendations from the
public on percentage allocations. The CPAC also received several petitions,
letters and e-mails along with online project requests from the public
relative to CPA recommendations. The CPAC, on September 7, 2016, unanimously
voted for an allocation of 80% for Affordable Housing, 10% for Historical
Preservation Projects and 10% for Open Space Projects.  
  
In accordance with the CPAC’s recommendations, I am requesting that the City
Council appropriate a total of $12,310,000 in CPA funds raised by the City's
FY2017 CPA surcharge, the FY2016 state match funds received in FY2017 and a
portion of the existing CPA fund balance.  
  
For this appropriation, it is estimated that the net local receipts from the
CPA surcharge for FY2017 will total $8,600,000, with an additional state match
of approximately $1,600,000. In addition, $2,100,000 from CPA Fund Balance is
being recommended for appropriation, plus an additional $10,000 from the Fund
Balance for annual membership dues to the Community Preservation Coalition.  
  
On September 7, 2016, the CPAC made recommendations for allocation of these
FY2017 funds. By unanimous votes, the CPAC recommended to the City Council,
through the City Manager, that the CPA funds be allocated and appropriated as
follows:  
  
Recommended FY 2017 Allocation and Appropriation of CPA Funds  
  
VOTE 1: Fiscal Year 2017 Local Funds ($8,600,000)

##### Vote 1A

80% of FY2017 CPA Local Fund revenues ($6,880,000) allocated to Affordable
Housing and appropriated to the Cambridge Affordable Housing Trust.  
  
Vote 1B  
10% of FY2017 CPA Local Fund revenues ($860,000) allocated to Historic
Preservation as follows:

1. $600,000  appropriated to the Historic Preservation Grants

2. $100,000 appropriated to the Magazine Beach Powderhouse interior rehab

3. $150,000  appropriated to the Brattle Street bluestone sidewalk restoration

4. $10,000 appropriated to the Magazine Beach signage

###### Vote 1C

10% of FY2017 CPA Local Fund revenues ($860,000) allocated to Open Space as
follows:

1. $500,000 appropriated to the Graham and Parks School Playground 

2. $250,000 appropriated to the Fresh Pond Parkway Community Garden

3. $110,000 appropriated to Sennott Park 

VOTE 2: Fiscal Year 2016 State Funds [received in FY2017] ($1,600,000)

##### Vote 2A

80% of FY2016 State Match revenues ($1,280,000) allocated to Affordable
Housing and appropriated to the Cambridge Affordable Housing Trust.

###### Vote 2B

10% of FY2016 State Match revenues ($160,000) allocated to Historic
Preservation as follows:

1. $6,600 appropriated to Magazine Beach signage

2. $60,000 appropriated to the Lowell Park landscape plan

3. $30,000 appropriated to Old Burying Ground, headstone and table tomb restoration

4. $63,400 appropriated to the City Clerk vault construction

##### Vote 2C

10% of FY2016 State Match revenues ($160,000) allocated to Open Space as
follows:

1. $160,000 appropriated to Sennott Park

  
VOTE 3: CPA Fund Balance ($2,100,000)

##### Vote 3A

80% of the Fund Balance ($1,680,000) allocated to Affordable Housing and
appropriated to the Cambridge Affordable Housing Trust.

Vote 3B

10% of the Fund Balance ($210,000) allocated to Historic Preservation as
follows:

1. $200,000 appropriated to the City Clerk vault construction

2. $10,000 appropriated to the preservation scanning of city directories

Vote 3C

10% of the Fund Balance ($210,000) allocated to Open Space as follows:

1. $210,000 appropriated to Sennott Park

  
VOTE 4: CPA Fund Balance - Administration ($10,000)

Vote 4A

1. $10,000 appropriated to Administrative Costs for Community Preservation Coalition Membership Dues.

Table 1. Summary of Recommended Appropriations by Expenditure Type

![](/Citizens/GetImage.aspx?Type=25&ID=/Aspose.Words.53b7e9ef-d420-4b64-a1f9-f3b147c09240.001.png)

  
Table 2. Summary of Recommended Appropriations by Funding Source  

|

FY2017 Local Funds $8,600,000

|

FY2016 State Match $1,600,000

|

CPA Fund Balance $2,100,000

|

FY2017 Total $12,300,000  
  
---|---|---|---|---  
  
Affordable Housing Trust

|

$6,880,000

|

$1,280,000

|

$1,680,000

|

$9,840,000  
  
Historic Preservation Projects

|

$860,000

|

$160,000

|

$210,000

|

$1,230,000  
  
Open Space Projects

|

$860,000

|

$160,000

|

$210,000

|

$1,230,000  
  
Admin./Community Preservation Coalition Membership Due

|

|

|

$10,000

|

$10,000  
  
Total

|

$8,600,000

|

$1,600,000

|

$2,110,000

|

$12,310,000

",Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea
1566,2676," Transmitting Communication from Richard C. Rossi, City Manager, relative to the appropriation of funds for the Cambridge Employment Program (CEP) from the Cambridge Housing Authority for $76,223 to the Grant Fund Human Services Salary and Wages account to be used to maintain the capacity of the Cambridge Employment Program (CEP).","I am hereby requesting the appropriation of funds for the Cambridge Employment
Program (CEP) from the Cambridge Housing Authority for $76,223 to the Grant
Fund Human Services Salary and Wages account.

These funds will be used to maintain the capacity of the Cambridge Employment
Program (CEP) by continuing to fund a Vocational Case Manager to provide
career counseling and case management services to Cambridge residents seeking
employment, particularly those residing in public housing.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1025,1947," Transmitting Communication from Richard C. Rossi, City Manager, relative to the appropriation of $100,000 associated with Lesley University’s Porter Overlay District (Ordinance #1327) from the Mitigation Revenue Stabilization Fund to the Public Works Public Investment Fund Extraordinary Expenditure account which were used for the Massachusetts Avenue demonstration block between Harvard Square and Porter Square, including, but not limited to, sidewalk improvements, enhanced tree plantings and street furniture.","I am hereby requesting the appropriation of I am hereby requesting the
appropriation of $100,000 associated with Lesley University’s Porter Overlay
District (Ordinance #1327) from the Mitigation Revenue Stabilization Fund to
the Public Works Public Investment Fund Extraordinary Expenditure account.

The funds were used for the Massachusetts Avenue demonstration block between
Harvard Square and Porter Square, including, but not limited to, sidewalk
improvements, enhanced tree plantings and street furniture.

.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1640,4010," A proposed amendment to the Ordinance entitled ""Zoning Ordinance of the City of Cambridge"" to insert in Article 11.00 a new Section 11.800 Medical Marijuana.",,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay
1023,1919," That the City Clerk, in consultation with the City Solicitor, draft a response regarding the attached Amended Open Meeting Law complaint for the City Council’s consideration, and that the City Solicitor request an extension from the Attorney General’s Division of Open Government so that the draft response may be considered and voted on by the City Council at its regular business meeting of February 22, 2016.","ORDERED:

|

The City Council is in receipt of an Amended Open Meeting Law complained filed
by Hasson Rashid, P.O. Box 382313, Cambridge which appears under
Communications and Reports from City Officers Number Three; now therefore be
it  
  
---|---  
  
|  
  
ORDERED:

|

That the City Clerk, in consultation with the City Solicitor, draft a response
regarding the attached Amended Open Meeting Law complaint for the City
Council’s consideration, and that the City Solicitor request an extension from
the Attorney General’s Division of Open Government so that the draft response
may be considered and voted on by the City Council at its regular business
meeting of February 22, 2016.

",Yea,Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea
1025,1942," Transmitting Communication from Richard C. Rossi, City Manager, relative to the appropriation of $686,300 from Free Cash to the General Fund Fire Other Ordinary Maintenance account to cover the cost to outfit 10 new firefighters with personal protective equipment, uniforms, and related medical evaluations and also replace 175 sets of firefighter bunker gear.","I am hereby requesting the appropriation of $686,300 from Free Cash to the
General Fund Fire Other Ordinary Maintenance account to cover the cost to
outfit 10 new firefighters with personal protective equipment, uniforms, and
related medical evaluations and also replace 175 sets of firefighter bunker
gear. The gear is no longer certified for use and cannot be cleaned or
repaired, regardless of condition.  
  
This acquisition was discussed as part of the City’s FY16 capital plan,
however we did not have a proper estimate at the time the budget was set and
determined that a separate appropriation was the best way to finance this
firefighter gear.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1025,1928," Transmitting Communication from Richard C. Rossi, City Manager, relative to the appropriation of $18,580 to the General Fund Election Other Ordinary Maintenance account to cover non-salary related costs of a special state primary election to be held on April 12, 2016 and a special state general election to be held on May 10, 2016 to fill the vacancy of State Senator Anthony Petruccilli.","I am hereby requesting the appropriation of $18,580 to the General Fund
Election Other Ordinary Maintenance account to cover non-salary related costs
of a special state primary election to be held on April 12, 2016 and a special
state general election to be held on May 10, 2016 to fill the vacancy of State
Senator Anthony Petruccilli. We anticipate reimbursement from the Commonwealth
of Massachusetts for a percentage of the total costs of the elections.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1557,2160," That the Cambridge City Council adopts the City of Cambridge Hazard Mitigation Plan 2015 Update, in accordance with M.G.L. 40 §4 or the charter and ordinances of the City of Cambridge.","WHEREAS:

|

The City of Cambridge, MA established a Committee to prepare the City of
Cambridge Hazard Mitigation Plan 2015 Update; and  
  
---|---  
  
|  
  
WHEREAS:

|

The Cambridge Hazard Mitigation Plan Update contains several potential future
projects to mitigate potential impacts from natural hazards in the City of
Cambridge; and  
  
|  
  
WHEREAS:

|

Duly-noticed public meetings were held by the City on January 9, 2013, January
10, 2013, and March 18, 2014; and  
  
|  
  
WHEREAS:

|

The City of Cambridge authorizes responsible departments and/or agencies to
execute their responsibilities demonstrated in the plan update; now therefore
be it  
  
|  
  
Resolved:

|

That the Cambridge City Council adopts the City of Cambridge Hazard Mitigation
Plan 2015 Update, in accordance with M.G.L. 40 §4 or the charter and
ordinances of the City of Cambridge.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1562,2480," Transmitting Communication from Richard C. Rossi, City Manager, relative to the appropriation of a grant from the Massachusetts Department of Education, Adult and Community Learning Services in the amount of $6,000 to the Grant Fund Human Services Salary and Wages account ($5,803) and to the Other Ordinary Maintenance account ($197) which will support a workplace needs analysis at MIT.","I am hereby requesting the appropriation of a grant from the Massachusetts
Department of Education, Adult and Community Learning Services in the amount
of $6,000 to the Grant Fund Human Services Salary and Wages account ($5,803)
and to the Grant Fund Human Services Other Ordinary Maintenance account
($197).  
  
The grant will support a workplace needs analysis at MIT. CLC staff will
partner and work with MIT staff to assess the needs of their employees for
ESOL classes and the feasibility and level of commitment to offering a
workplace education program onsite.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1022,1831," Transmitting Communication from Richard C. Rossi, City Manager, relative to the appropriation of additional funds to the Temporary Emergency Shelter grant received from the Department of Housing and Community Development (DHCD) in the amount of $9,591.40 to the Grant Fund Human Services Other Ordinary Maintenance account which is an increase in the current DHCD family shelter contract.","I am hereby requesting the appropriation of additional funds to the Temporary
Emergency Shelter grant received from the Department of Housing and Community
Development (DHCD) in the amount of $9,591.40 to the Grant Fund Human Services
Other Ordinary Maintenance account.

These funds represent an increase in the current DHCD family shelter contract.
The YWCA will continue to use the funds to operate its family shelter from
July 1, 2015 through February 29, 2016, including the provision of case
management for six homeless families at a time as referred by the DHCD. The
funds support the provision of housing search and stabilization services to
families at the shelter.

",Yea,Yea,Yea,Yea,Yea,Absent,Yea,Yea,Yea
1557,2157," A communication transmitted from Richard C. Rossi, City Manager, relative to the 2015 Update of the City of Cambridge Hazard Mitigation Plan and Policy Order.","I am pleased to submit for your adoption, the 2015 Update of City of Cambridge
Hazard Mitigation Plan and Policy Order. This update was prepared with staff
and community input and has been reviewed and approved by the Massachusetts
Emergency Management Agency (MEMA) and the Federal Emergency Management Agency
(FEMA). The plan was funded by the Federal Emergency Management Agency’s
(FEMA) Pre-Disaster Mitigation (PDM) Grant Program.

Planning for the Cambridge Hazard Mitigation Plan 2015 Update was led by the
Cambridge Local Hazard Mitigation Planning Committee. This committee discussed
where the impacts of natural hazards most affect the City, goals for
addressing these impacts, and hazard mitigation measures that would benefit
the City.

The Federal Disaster Mitigation Act of 2000 requires all municipalities that
wish to be eligible to receive FEMA funding for hazard mitigation grants, to
adopt a local multi-hazard mitigation plan and update this plan in five year
intervals.

Natural hazard mitigation planning is the process of determining how to
systematically reduce or eliminate the loss of life and property damage
resulting from natural hazards such as floods, earthquakes, and hurricanes
through long-term strategies. These long-term strategies include planning,
policy changes, programs, projects, and other activities.

Flooding, driven by hurricanes, northeasters, and other storms, clearly
presents the greatest hazard to the City of Cambridge, most especially in
locations that are low-lying or where drainage and conveyance systems can be
overwhelmed during storm events with significant precipitation.

Attached is the Executive Summary of the 2015 Hazard Mitigation Plan. Download
full document at: http://camb.ma/1RkMRio

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1556,2125," Congratulations to Emily Houston, Mairead Kelly and Liz Phipps-Soeiro, recipients of the 2016 Massachusetts Association of School Libraries Award.","WHEREAS:

|

It has come to the attention of the City Council that the Massachusetts
Association of School Libraries has chosen to award Emily Houston and Mairead
Kelly of Cambridge Rindge and Latin with the President’s Award, the PALS Award
to Friends of Haggerty, and the Ellen Berne Award to Liz Phipps-Soeiro of
Cambridgeport School; now therefore be it  
  
---|---  
  
|  
  
RESOLVED:

|

That the City Council go on record congratulating the Cambridge recipients of
the 2016 MASL Awards and noting their commitment to excellence in school
libraries; and be it further  
  
|  
  
RESOLVED:

|

That the City Clerk be and hereby is requested to forward suitably engrossed
copies of this resolution to the recipients on behalf of the entire City
Council.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1641,4154," Transmitting communication from Louis A. DePasquale, City Manager, relative to the appropriation of  the Cambridge Food Pantry grant received from the Cambridge Health Alliance for $15,000 to the Grant Fund Human Services Other Ordinary Maintenance account and will be used to support the Cambridge Food Pantry Network.","I am hereby requesting the appropriation of the Cambridge Food Pantry grant
received from the Cambridge Health Alliance for $15,000 to the Grant Fund
Human Services Other Ordinary Maintenance account.

Funds are to be used to support the Cambridge Food Pantry Network. The funds,
along with the $136,000 allocated by the City, will be used to enter into a
contract with the Cambridge Economic Opportunity Committee (CEOC) to purchase
nutritional foods to be distributed to eligible Cambridge residents through
the Food Pantry Network.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1594,3446," Transmitting Communication from Lisa C. Peterson, Acting City Manager, relative to the appropriation of $47,000 from Free Cash to the General Fund Community Development Other Ordinary Maintenance account to complete a community-wide Greenhouse gas inventory.","I am hereby requesting the appropriation of $47,000 from Free Cash to the
General Fund Community Development Other Ordinance Maintenance account to
complete a community-wide Greenhouse gas inventory.

As a signatory to the Compact of Mayors, the City has committed to completing
an inventory of community wide greenhouse gas emissions using the Global
Protocol for Community Wide Emissions. The Compact of Mayors is the world’s
largest coalition of city leaders addressing climate change by pledging to
reduce their greenhouse gas emissions, tracking their progress and preparing
for the impacts of climate change.  
  
The community wide greenhouse gas emissions inventory will advance the City’s
efforts to reduce and manage climate change impacts in addition to fulfilling
the commitments the City has made as a signatory of the Compact of Mayors. The
inventory provides the necessary foundation and baseline that enables setting
greenhouse gas emissions reduction targets, engaging specific sectors in
actions to reduce emissions, developing a plan to reduce emissions, and
tracking the community’s progress towards the emission reduction targets.  
  
The Environmental and Transportation Planning Division will hire and manage a
consultant to complete the following tasks by the end of 2016:  
  
Develop a methodology for Cambridge’s community-wide greenhouse gas inventory.

The inventory methodology should meet both the Global Protocol for Community
Wide Emissions and the City’s criteria for internal planning purposes.

Set a baseline year and identify the most robust, reliable and accurate
activity data available to the City for the purpose of calculating emissions.

Where City specific data is not available, develop scaling factors to account
for the City’s portion of emissions.

Complete a community-wide greenhouse gas inventory

The inventory will include all stationary energy use, transportation emissions
occurring within the boundaries of the City, and emissions from waste
(including wastewater) disposed of outside City boundaries.

The inventory will be completed for a baseline year and one interim year,
providing a trend line for greenhouse gas emissions.

  
Forecast future emissions for a target year

Future greenhouse gas emissions using a business as usual scenario will be
forecast to provide another point of reference for GHG reductions.

  
Create a community-wide inventory report

The report will meet the requirements of the Global Protocol for Community
Wide Protocol, reporting emissions by Scope, Sector, Sub-Sector and Fuel Type.
It will use text and graphics to describe the methodology and findings of the
analysis. The report will identify top-priority sources of GHG emissions for
which reductions strategies will be developed in later phases of Cambridge’s
climate change planning process.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1582,3221," A communication transmitted from Richard C. Rossi, City Manager, relative to the final Landmark Designation Report for the Ivory Sands House at 145 Elm Street and the Cambridge Historical Commission's recommendation.","I am hereby transmitting for your consideration, a recommendation received
from the Historical Commission Executive Director Charles Sullivan, relative
to the Final Landmark Designation Report for the Ivory Sands House at 145 Elm
Street, which meets the criteria in the ordinance for landmark designation.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Absent
1584,3364," Transmitting Communication from Richard C. Rossi, City Manager, relative to the appropriation of $20,000 from the Cambridge Community Foundation to the Grant Fund Human Services Salary and Wages account, to support the ongoing programming for families who are participating in, or have participated in, the Baby University program.","I am hereby requesting the appropriation of $20,000 from the Cambridge
Community Foundation to the Grant Fund Human Services Salary and Wages
account.

The grant will support the ongoing programming for families who are
participating in, or have participated in, the Baby University program. The
funding will be used to staff regular home visits, family support programming,
family networking events, and workshops, all of which are designed to help
parents make and sustain changes in their parenting practices, build their
capacity to advocate on behalf of their families and support their connection
to the rich array of services in the community. This funding supplements the
city funding which supports the core Baby U program.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1565,2645," A proposed amendment to the Ordinance entitled ""Municipal Code of the City of Cambridge"" in Title 12 entitled “Streets, Sidewalks and Public Places” in Chapter 12.16 entitled “Street and Sidewalk Use Regulation” in Section 12.16.030 entitled “Trees-Climbing-Signposting-Fastening horses” and to add after the word""animal"" in the second sentence the words ""bicycle, moped, scooter, motorcycle, or any other form ofconveyance.""",,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1559,2274," Transmitting Communication from Richard C. Rossi, City Manager, relative to the appropriation of $30,000 from Free Cash to the General Fund Human Services Other Ordinary Maintenance account to contract with the Community Arts Center in publicizing the renaming of Area IV to the Port.","I am hereby requesting the appropriation of $30,000 from Free Cash to the
General Fund Human Services Other Ordinary Maintenance account to contract
with the Community Arts Center in publicizing the renaming of Area IV to the
Port.

The Community Arts Center has been engaged over the last two years in a public
art project “Port Stories Public Art Project” bringing together the businesses
in Kendall Square with the residents of public housing as well as others in
the neighborhood formerly known as Area 4. This has resulted in efforts led by
youth and adults to highlight the stories of the residents of the neighborhood
and to demonstrate those stories through public art in the neighborhood.

The City will contract with the Community Arts Center for the third phase of
the Port Stories Art Project designed to publicize and promote the renaming of
the area as the Port as voted by the City Council. Through pop-up events,
photographic documentation, story collection, and neighborhood brand
development, the youth and staff of the community art center will lead a year-
long to promote, celebrate and document the renaming of the neighborhood.

The funds, together with funds from other funders and partners, will be used
for neighborhood events, logo development, a new mural, and a mobile art
trailer that will create a yearlong celebration of the Port.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1585,3032," Transmitting communication from Richard C. Rossi, City Manager, relative to the appropriation of a two year grant from Commonwealth Corporation under the Workforce Competitiveness Trust Fund in the amount of $149,133 to the Grant Fund Human Services Salary and Wages account ($70,211), to the Grant Fund Human Services Other Ordinary Maintenance account ($78,850), and to the Grant Fund Human Services Travel and Training account ($72), to be used to provide an integrated education and training program for immigrant adults in the Metro North area who are interested in becoming certified nursing assistants or home health aides.","I am hereby requesting the appropriation of a two year grant from Commonwealth
Corporation under the Workforce Competitiveness Trust Fund in the amount of
$149,133 to the Grant Fund Human Services Salary and Wages account ($70,211),
to the Grant Fund Human Services Other Ordinary Maintenance account ($78,850),
and to the Grant Fund Human Services Travel and Training account ($72).

This grant is awarded to the Community Learning Center and will provide an
integrated education and training program for immigrant adults in the Metro
North area who are interested in becoming certified nursing assistants or home
health aides. The CLC will work in partnership with the Academy for Health
Care Training, RSTA, and the Cambridge Employment Program.

",Yea,Yea,Yea,Absent,Yea,Yea,Yea,Yea,Yea
1556,2108, Thanks to the Marsh Post Women’s Auxiliary for their efforts serving the veterans who have served their country and wishing them another successful event.,"WHEREAS:

|

It has come to the attention of the City Council that the Marsh Post Ladies
Auxiliary will be hosting their annual Italian Dinner on April 9, 2016; and  
  
---|---  
  
|  
  
WHEREAS:

|

The Ladies Auxiliary of the Marsh Post host the annual dinner to raise money
for local veterans and veteran organizations; and  
  
|  
  
WHEREAS:

|

Through these efforts the Ladies Auxiliary have been able to donate service
dogs for soldiers, gift cards for homeless women veterans, warm clothes at
Christmas, and host cookouts for the veterans living in the Veterans Home; now
therefore be it  
  
|  
  
RESOLVED:

|

That the City Council go on record thanking the Marsh Post Women’s Auxiliary
for their efforts serving the veterans who have served their country and
wishing them another successful event; and be it further  
  
|  
  
RESOLVED:

|

That the City Clerk be and hereby is requested to forward a suitably engrossed
copy of this resolution to the Marsh Post Women’s Auxiliary on behalf of the
entire City Council.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
1565,2414," A communication transmitted from Richard C. Rossi, City Manager, relative to an order requesting the appropriation and authorization to borrow $5,000,000 to provide funds for a Comprehensive Facilities Improvement Plan.","Please find attached an order requesting the appropriation and authorization
to borrow $5,000,000 to provide funds for a Comprehensive Facilities
Improvement Plan. The City has evaluated and prioritized more than 40
buildings for capital improvements in areas such as accessibility, climate
resilience, energy and environment, building envelope, fire and life safety,
historic preservation, HVAC, lighting, and mechanical systems. Funds will
support consulting services and construction in accordance with the plan. This
order is being submitted for the April 25, 2016 City Council meeting to allow
the City Council to vote on this order on May 23, 2016 which is the projected
date for City Council adoption of the FY17 Budget. Approval of loan orders on
budget adoption night has been the practice for several years.

If passed to a second reading on April 25, 2016, the City will comply with all
legal requirements so that the order may be adopted on May 23, 2016. Please
see the Public Investment Section in the FY17 Submitted Budget for additional
information on these projects. The Finance Committee hearing on the FY17
Public Investment Budget is scheduled for May 12, 2016.

",Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea
