ReceiptTotalDisplay,Reimbursee,FilingDate,ReceiptTotal,ReportTypeId,EndingDateDisplay,EndingBalanceDisplay,ReportCandidateFirstName,ReceiptItemizedTotalDisplay,BeginningBalanceDisplay,ReportTypeDescription,ExpenditureItemizedTotalDisplay,Category,ReceiptUnitemizedTotalDisplay,InkindTotalDisplay,ReportYear,ExpenditureTotalDisplay,ReportingPeriod,SavingsTotalDisplay,IsAmendment,Ui,PaymentsDisplay,LiabilityTotalDisplay,BeginningDateDisplay,AmendmentReason,FilingDateShortDisplay,ExpenditureUnitemizedTotalDisplay,FullNameReverse,CpfId,FilingId,IsAmended,Id,ReportId,FilingMechanism,FilingDateDisplay
"$1,632.22",,2013-09-04T11:49:10.74,1632.22,72,8/31/2013,"$5,248.01",Janneke,"$1,632.22","$4,230.69",Bank Report (Days 16-End),$614.90,D,$0.00,$0.00,2013,$614.90,8/16/13 - 8/31/13,$0.00,False,,$0.00,$0.00,8/16/2013,,9/4/2013,$0.00,"House, Janneke",15640,60002,False,178380,178380,Web Reporter 2.0,9/4/2013
$706.95,,2013-08-19T15:11:54.35,706.95,71,8/15/2013,"$4,230.69",Janneke,$706.95,"$3,583.74",Bank Report (Days 1-15),$60.00,D,$0.00,$0.00,2013,$60.00,8/1/13 - 8/15/13,$0.00,False,,$0.00,$0.00,8/1/2013,,8/19/2013,$0.00,"House, Janneke",15640,60002,False,177385,177385,Web Reporter 2.0,8/19/2013
"$1,592.09",,2013-08-02T09:36:00.657,1592.09,72,7/31/2013,"$3,583.74",Janneke,"$1,592.09","$2,597.28",Bank Report (Days 16-End),$605.63,D,$0.00,$0.00,2013,$605.63,7/16/13 - 7/31/13,$0.00,False,,$0.00,$0.00,7/16/2013,,8/2/2013,$0.00,"House, Janneke",15640,60002,False,176298,176298,Web Reporter 2.0,8/2/2013
"$1,896.04",,2013-07-17T10:20:52.99,1896.04,71,7/15/2013,"$2,597.28",Janneke,"$1,896.04","$1,190.01",Bank Report (Days 1-15),$488.77,D,$0.00,$0.00,2013,$488.77,7/1/13 - 7/15/13,$0.00,False,,$0.00,$0.00,7/1/2013,,7/17/2013,$0.00,"House, Janneke",15640,60002,False,174735,174735,Web Reporter 2.0,7/17/2013
"$1,000.00",,2013-07-01T11:18:29.06,1000.0,72,6/30/2013,"$1,190.01",Janneke,"$1,000.00",$200.00,Bank Report (Days 16-End),$9.99,D,$0.00,$0.00,2013,$9.99,6/16/13 - 6/30/13,$0.00,False,,$0.00,$0.00,6/16/2013,,7/1/2013,$0.00,"House, Janneke",15640,60002,False,173284,173284,Web Reporter 2.0,7/1/2013
$200.00,,2013-06-17T10:47:26.42,200.0,71,6/15/2013,$200.00,Janneke,$200.00,$0.00,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2013,$0.00,6/1/13 - 6/15/13,$0.00,False,,$0.00,$0.00,6/1/2013,,6/17/2013,$0.00,"House, Janneke",15640,60002,False,172458,172458,Web Reporter 2.0,6/17/2013
"$1,333.00",,2017-07-03T11:47:53.687,1333.0,72,6/30/2017,"$17,788.57",Alanna Marie,"$1,333.00","$18,372.39",Bank Report,"$1,916.82",D,$0.00,$0.00,2017,"$1,916.82",6/16 - 6/30/2017,$0.00,False,,$0.00,$0.00,6/16/2017,,7/3/2017,$0.00,"Mallon, Alanna Marie",16530,60002,False,615587,615587,Bank Reporter 3,7/3/2017
"$1,695.00",,2017-06-16T11:11:55.033,1695.0,71,6/15/2017,"$18,372.39",Alanna Marie,"$1,695.00","$20,385.51",Bank Report,"$3,708.12",D,$0.00,$0.00,2017,"$3,708.12",6/1 - 6/15/2017,$0.00,False,,$0.00,$0.00,6/1/2017,,6/16/2017,$0.00,"Mallon, Alanna Marie",16530,60002,False,613668,613668,Bank Reporter 3,6/16/2017
"$3,645.00",,2017-06-01T11:34:39.463,3645.0,72,5/31/2017,"$20,385.51",Alanna Marie,"$3,645.00","$18,550.57",Bank Report,"$1,810.06",D,$0.00,$0.00,2017,"$1,810.06",5/16 - 5/30/2017,$0.00,False,,$0.00,$0.00,5/16/2017,,6/1/2017,$0.00,"Mallon, Alanna Marie",16530,60002,False,611775,611775,Bank Reporter 3,6/1/2017
"$3,335.00",,2017-05-16T11:41:26.41,3335.0,71,5/15/2017,"$18,550.57",Alanna Marie,"$3,335.00","$16,189.76",Bank Report,$974.19,D,$0.00,$0.00,2017,$974.19,5/1 - 5/15/2017,$0.00,False,,$0.00,$0.00,5/1/2017,,5/16/2017,$0.00,"Mallon, Alanna Marie",16530,60002,False,610035,610035,Bank Reporter 3,5/16/2017
"$2,670.00",,2017-05-01T15:13:36.41,2670.0,72,4/30/2017,"$16,189.76",Alanna Marie,"$2,670.00","$15,776.38",Bank Report,"$2,256.62",D,$0.00,$0.00,2017,"$2,256.62",4/16 - 4/30/2017,$0.00,False,,$0.00,$0.00,4/16/2017,,5/1/2017,$0.00,"Mallon, Alanna Marie",16530,60002,False,608435,608435,Bank Reporter 3,5/1/2017
"$3,140.00",,2017-04-17T11:49:29.127,3140.0,71,4/15/2017,"$15,776.38",Alanna Marie,"$3,140.00","$13,557.46",Bank Report,$921.08,D,$0.00,$0.00,2017,$921.08,4/1 - 4/15/2017,$0.00,False,,$0.00,$0.00,4/1/2017,,4/17/2017,$0.00,"Mallon, Alanna Marie",16530,60002,False,606814,606814,Bank Reporter 3,4/17/2017
"$6,850.00",,2017-04-03T11:38:32.087,6850.0,72,3/31/2017,"$13,557.46",Alanna Marie,"$6,850.00","$6,707.46",Bank Report,$0.00,D,$0.00,$0.00,2017,$0.00,3/16 - 3/31/2017,$0.00,False,,$0.00,$0.00,3/16/2017,,4/3/2017,$0.00,"Mallon, Alanna Marie",16530,60002,False,605365,605365,Bank Reporter 3,4/3/2017
"$2,025.00",,2017-03-17T15:52:10.73,2025.0,71,3/15/2017,"$6,707.46",Alanna Marie,"$2,025.00","$4,682.46",Bank Report,$0.00,D,$0.00,$0.00,2017,$0.00,3/1 - 3/15/2017,$0.00,False,,$0.00,$0.00,3/1/2017,,3/17/2017,$0.00,"Mallon, Alanna Marie",16530,60002,False,604382,604382,Bank Reporter 3,3/17/2017
"$1,500.00",,2017-03-01T11:47:35.603,1500.0,72,2/28/2017,"$4,682.46",Alanna Marie,"$1,500.00","$3,182.46",Bank Report,$0.00,D,$0.00,$0.00,2017,$0.00,2/16 - 2/28-29/2017,$0.00,False,,$0.00,$0.00,2/16/2017,,3/1/2017,$0.00,"Mallon, Alanna Marie",16530,60002,False,602553,602553,Bank Reporter 3,3/1/2017
"$3,100.00",,2017-02-16T11:02:27.35,3100.0,71,2/15/2017,"$3,182.46",Alanna Marie,"$3,100.00",$100.00,Bank Report,$17.54,D,$0.00,$0.00,2017,$17.54,2/1 - 2/15/2017,$0.00,False,,$0.00,$0.00,2/1/2017,,2/16/2017,$0.00,"Mallon, Alanna Marie",16530,60002,False,601324,601324,Bank Reporter 3,2/16/2017
$0.00,,2017-02-01T14:04:29.67,0.0,72,1/31/2017,$100.00,Alanna Marie,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2017,$0.00,1/16 - 1/31/2017,$0.00,False,,$0.00,$0.00,1/16/2017,,2/1/2017,$0.00,"Mallon, Alanna Marie",16530,60002,False,600136,600136,Bank Reporter 3,2/1/2017
$0.00,,2017-02-01T14:03:34.877,0.0,71,1/15/2017,$100.00,Alanna Marie,$0.00,$100.00,Bank Report,$0.00,D,$0.00,$0.00,2017,$0.00,1/1 - 1/15/2017,$0.00,False,,$0.00,$0.00,1/1/2017,,2/1/2017,$0.00,"Mallon, Alanna Marie",16530,60002,False,600135,600135,Bank Reporter 3,2/1/2017
"$1,175.00",,2017-07-03T12:34:22.497,1175.0,72,6/30/2017,$946.54,Samuel M.,"$1,175.00","$2,196.10",Bank Report,"$2,424.56",D,$0.00,$0.00,2017,"$2,424.56",6/16 - 6/30/2017,$0.00,False,,$0.00,$0.00,6/16/2017,,7/3/2017,$0.00,"Gebru, Samuel M.",16531,60019,False,615610,615610,Bank Reporter 3,7/3/2017
"$2,865.50",,2017-06-16T10:29:04.427,2865.5,71,6/15/2017,"$2,196.10",Samuel M.,"$2,865.50","$1,882.08",Bank Report,"$2,551.48",D,$0.00,$0.00,2017,"$2,551.48",6/1 - 6/15/2017,$0.00,False,,$0.00,$0.00,6/1/2017,,6/16/2017,$0.00,"Gebru, Samuel M.",16531,60019,False,613642,613642,Bank Reporter 3,6/16/2017
"$3,040.00",,2017-06-01T11:33:34.4,3040.0,72,5/31/2017,"$1,882.08",Samuel M.,"$3,040.00","$2,024.68",Bank Report,"$3,182.60",D,$0.00,$0.00,2017,"$3,182.60",5/16 - 5/30/2017,$0.00,False,,$0.00,$0.00,5/16/2017,,6/1/2017,$0.00,"Gebru, Samuel M.",16531,60019,False,611773,611773,Bank Reporter 3,6/1/2017
$665.00,,2017-05-16T12:41:25.1,665.0,71,5/15/2017,"$2,024.68",Samuel M.,$665.00,"$3,932.80",Bank Report,"$2,573.12",D,$0.00,$0.00,2017,"$2,573.12",5/1 - 5/15/2017,$0.00,False,,$0.00,$0.00,5/1/2017,,5/16/2017,$0.00,"Gebru, Samuel M.",16531,60019,False,610118,610118,Bank Reporter 3,5/16/2017
$760.00,,2017-05-01T10:16:03.677,760.0,72,4/30/2017,"$3,932.80",Samuel M.,$760.00,"$3,439.09",Bank Report,$266.29,D,$0.00,$0.00,2017,$266.29,4/16 - 4/30/2017,$0.00,False,,$0.00,$0.00,4/16/2017,,5/1/2017,$0.00,"Gebru, Samuel M.",16531,60019,False,608122,608122,Bank Reporter 3,5/1/2017
"$2,000.00",,2017-04-19T13:33:29.857,2000.0,71,4/15/2017,"$3,439.09",Samuel M.,"$2,000.00","$2,249.84",Bank Report,$810.75,D,$0.00,$0.00,2017,$810.75,4/1 - 4/15/2017,$0.00,False,,$0.00,$0.00,4/1/2017,,4/19/2017,$0.00,"Gebru, Samuel M.",16531,60019,False,607431,607431,Bank Reporter 3,4/19/2017
"$3,895.00",,2017-04-03T12:01:32.187,3895.0,72,3/31/2017,"$2,249.84",Samuel M.,"$3,895.00","$2,732.51",Bank Report,"$4,377.67",D,$0.00,$0.00,2017,"$4,377.67",3/16 - 3/31/2017,$0.00,False,,$0.00,$0.00,3/16/2017,,4/3/2017,$0.00,"Gebru, Samuel M.",16531,60019,False,605372,605372,Bank Reporter 3,4/3/2017
"$1,050.00",,2017-03-16T13:25:04.873,1050.0,71,3/15/2017,"$2,732.51",Samuel M.,"$1,050.00","$5,113.42",Bank Report,"$3,430.91",D,$0.00,$0.00,2017,"$3,430.91",3/1 - 3/15/2017,$0.00,False,,$0.00,$0.00,3/1/2017,,3/16/2017,$0.00,"Gebru, Samuel M.",16531,60019,False,603963,603963,Bank Reporter 3,3/16/2017
"$7,065.00",,2017-03-01T11:02:00.52,7065.0,72,2/28/2017,"$5,113.42",Samuel M.,"$7,065.00","$1,614.79",Bank Report,"$3,566.37",D,$0.00,$0.00,2017,"$3,566.37",2/16 - 2/28-29/2017,$0.00,False,,$0.00,$0.00,2/16/2017,,3/1/2017,$0.00,"Gebru, Samuel M.",16531,60019,False,602513,602513,Bank Reporter 3,3/1/2017
$700.00,,2017-02-16T11:03:50.023,700.0,71,2/15/2017,"$1,614.79",Samuel M.,$700.00,"$2,462.65",Bank Report,"$1,547.86",D,$0.00,$0.00,2017,"$1,547.86",2/1 - 2/15/2017,$0.00,False,,$0.00,$0.00,2/1/2017,,2/16/2017,$0.00,"Gebru, Samuel M.",16531,60019,False,601326,601326,Bank Reporter 3,2/16/2017
"$4,133.00",,2017-02-01T12:10:00.647,4133.0,72,1/31/2017,"$2,462.65",Samuel M.,"$4,133.00",$50.00,Bank Report,"$1,720.35",D,$0.00,$0.00,2017,"$1,720.35",1/16 - 1/31/2017,$0.00,False,,$0.00,$0.00,1/16/2017,,2/1/2017,$0.00,"Gebru, Samuel M.",16531,60019,False,600053,600053,Bank Reporter 3,2/1/2017
$50.00,,2017-01-17T10:29:50.977,50.0,71,1/15/2017,$50.00,Samuel M.,$50.00,$0.00,Bank Report,$0.00,D,$0.00,$0.00,2017,$0.00,1/1 - 1/15/2017,$0.00,False,,$0.00,$0.00,1/1/2017,,1/17/2017,$0.00,"Gebru, Samuel M.",16531,60019,False,597573,597573,Bank Reporter 3,1/17/2017
$0.00,,2003-02-03T15:13:10,0.0,70,1/31/2003,$246.94,Bob,$0.00,$246.94,Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2003,$0.00,1/1/03 - 1/31/03,$0.00,False,,$0.00,$0.00,1/1/2003,,2/3/2003,$0.00,"Goodwin, Bob",13735,60001,False,12377,12377,Bank Reporter 1.0,2/3/2003
$0.00,,2003-01-03T15:21:45,0.0,72,12/31/2002,$246.94,Bob,$0.00,$255.94,Bank Report (Days 16-End),$0.00,D,$0.00,$0.00,2002,$9.00,12/16/02 - 12/31/02,$0.00,False,,$0.00,$0.00,12/16/2002,,1/3/2003,$0.00,"Goodwin, Bob",13735,60001,False,11511,11511,Bank Reporter 1.0,1/3/2003
$0.00,,2002-12-18T12:36:19,0.0,71,12/15/2002,$255.94,Bob,$0.00,$255.94,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2002,$0.00,12/1/02 - 12/15/02,$0.00,False,,$0.00,$0.00,12/1/2002,,12/18/2002,$0.00,"Goodwin, Bob",13735,60001,False,11245,11245,Bank Reporter 1.0,12/18/2002
$0.00,,2002-12-04T13:01:00,0.0,72,11/30/2002,$255.94,Bob,$0.00,$264.94,Bank Report (Days 16-End),$0.00,D,$0.00,$0.00,2002,$9.00,11/16/02 - 11/30/02,$0.00,False,,$0.00,$0.00,11/16/2002,,12/4/2002,$0.00,"Goodwin, Bob",13735,60001,False,11014,11014,Bank Reporter 1.0,12/4/2002
$0.00,,2002-11-20T11:19:48,0.0,71,11/15/2002,$264.94,Bob,$0.00,$264.94,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2002,$0.00,11/1/02 - 11/15/02,$0.00,False,,$0.00,$0.00,11/1/2002,,11/20/2002,$0.00,"Goodwin, Bob",13735,60001,False,10721,10721,Bank Reporter 1.0,11/20/2002
$0.00,,2002-11-05T14:36:36,0.0,72,10/31/2002,$264.94,Bob,$0.00,$273.94,Bank Report (Days 16-End),$0.00,D,$0.00,$0.00,2002,$9.00,10/16/02 - 10/31/02,$0.00,False,,$0.00,$0.00,10/16/2002,,11/5/2002,$0.00,"Goodwin, Bob",13735,60001,False,10333,10333,Bank Reporter 1.0,11/5/2002
$0.00,,2002-10-18T13:39:18,0.0,71,10/15/2002,$273.94,Bob,$0.00,$423.94,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2002,$150.00,10/1/02 - 10/15/02,$0.00,False,,$0.00,$0.00,10/1/2002,,10/18/2002,$0.00,"Goodwin, Bob",13735,60001,False,9398,9398,Bank Reporter 1.0,10/18/2002
$0.00,,2002-10-07T16:23:43,0.0,72,9/30/2002,$423.94,Bob,$0.00,$432.94,Bank Report (Days 16-End),$0.00,D,$0.00,$0.00,2002,$9.00,9/16/02 - 9/30/02,$0.00,False,,$0.00,$0.00,9/16/2002,,10/7/2002,$0.00,"Goodwin, Bob",13735,60001,False,9088,9088,Bank Reporter 1.0,10/7/2002
$0.00,,2002-09-20T10:37:56,0.0,71,9/15/2002,$432.94,Bob,$0.00,$432.94,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2002,$0.00,9/1/02 - 9/15/02,$0.00,True,,$0.00,$0.00,9/1/2002,"Beginning balance was incorrect, therefore ending balance was wrong.",9/20/2002,$0.00,"Goodwin, Bob",13735,60001,False,8511,8511,Bank Reporter 1.0,9/20/2002
$0.00,,2002-09-09T10:40:45,0.0,72,8/31/2002,$432.94,Bob,$0.00,$441.94,Bank Report (Days 16-End),$0.00,D,$0.00,$0.00,2002,$9.00,8/16/02 - 8/31/02,$0.00,False,,$0.00,$0.00,8/16/2002,,9/9/2002,$0.00,"Goodwin, Bob",13735,60001,False,7815,7815,Bank Reporter 1.0,9/9/2002
$0.00,,2002-08-20T11:41:16,0.0,71,8/15/2002,$441.94,Bob,$0.00,$441.94,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2002,$0.00,8/1/02 - 8/15/02,$0.00,False,,$0.00,$0.00,8/1/2002,,8/20/2002,$0.00,"Goodwin, Bob",13735,60001,False,6526,6526,Bank Reporter 1.0,8/20/2002
$0.00,,2002-08-05T15:58:48,0.0,72,7/31/2002,$441.94,Bob,$0.00,$450.94,Bank Report (Days 16-End),$0.00,D,$0.00,$0.00,2002,$9.00,7/16/02 - 7/31/02,$0.00,False,,$0.00,$0.00,7/16/2002,,8/5/2002,$0.00,"Goodwin, Bob",13735,60001,False,6083,6083,Bank Reporter 1.0,8/5/2002
$0.00,,2002-07-19T10:47:16,0.0,71,7/15/2002,$450.94,Bob,$0.00,$590.94,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2002,$140.00,7/1/02 - 7/15/02,$0.00,False,,$0.00,$0.00,7/1/2002,,7/19/2002,$0.00,"Goodwin, Bob",13735,60001,False,5443,5443,Bank Reporter 1.0,7/19/2002
$0.00,,2002-07-05T12:24:51,0.0,70,6/30/2002,$590.94,Bob,$0.00,$999.94,Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2002,$409.00,6/1/02 - 6/30/02,$0.00,False,,$0.00,$0.00,6/1/2002,,7/5/2002,$0.00,"Goodwin, Bob",13735,60001,False,4739,4739,Bank Reporter 1.0,7/5/2002
$0.00,,2002-06-05T14:26:46,0.0,70,5/31/2002,$999.94,Bob,$0.00,"$1,058.94",Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2002,$59.00,5/1/02 - 5/31/02,$0.00,False,,$0.00,$0.00,5/1/2002,,6/5/2002,$0.00,"Goodwin, Bob",13735,60001,False,3688,3688,Bank Reporter 1.0,6/5/2002
$0.00,,2002-05-06T15:54:55,0.0,70,4/30/2002,"$1,058.94",Bob,$0.00,"$1,467.94",Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2002,$409.00,4/1/02 - 4/30/02,$0.00,False,,$0.00,$0.00,4/1/2002,,5/6/2002,$0.00,"Goodwin, Bob",13735,60001,False,2834,2834,Bank Reporter 1.0,5/6/2002
$0.00,,2002-04-05T11:06:11,0.0,70,3/31/2002,"$1,467.94",Bob,$0.00,"$1,676.94",Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2002,$209.00,3/1/02 - 3/31/02,$0.00,False,,$0.00,$0.00,3/1/2002,,4/5/2002,$0.00,"Goodwin, Bob",13735,60001,False,1674,1674,Bank Reporter 1.0,4/5/2002
$0.00,,2002-03-14T17:07:00,0.0,70,2/28/2002,"$1,676.94",Bob,$0.00,"$1,685.94",Bank Report (Entire Month),$0.00,D,$0.00,$0.00,2002,$9.00,2/1/02 - 2/28/02,$0.00,False,,$0.00,$0.00,2/1/2002,,3/14/2002,$0.00,"Goodwin, Bob",13735,60001,False,1212,1212,Bank Reporter 1.0,3/14/2002
$0.00,,2016-01-04T14:29:26.333,0.0,72,12/31/2015,$0.00,Henrietta,$0.00,"$2,483.47",Bank Report,"$2,483.47",D,$0.00,$0.00,2015,"$2,483.47",12/16 - 12/31/2015,$0.00,False,,$0.00,$0.00,12/16/2015,,1/4/2016,$0.00,"Davis, Henrietta",13739,60046,False,558500,558500,Bank Reporter 3,1/4/2016
$0.00,,2016-01-04T14:21:23.773,0.0,71,12/15/2015,"$2,483.47",Henrietta,$0.00,"$2,483.47",Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,12/1 - 12/15/2015,$0.00,False,,$0.00,$0.00,12/1/2015,,1/4/2016,$0.00,"Davis, Henrietta",13739,60046,False,558487,558487,Bank Reporter 3,1/4/2016
$0.00,,2015-12-04T11:18:49.67,0.0,72,11/30/2015,"$2,483.47",Henrietta,$0.00,"$2,495.47",Bank Report,$12.00,D,$0.00,$0.00,2015,$12.00,11/16 - 11/30/2015,$0.00,False,,$0.00,$0.00,11/16/2015,,12/4/2015,$0.00,"Davis, Henrietta",13739,60046,False,555979,555979,Bank Reporter 3,12/4/2015
$0.00,,2015-11-23T16:41:32.123,0.0,71,11/15/2015,"$2,495.47",Henrietta,$0.00,"$2,495.47",Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,11/1 - 11/15/2015,$0.00,False,,$0.00,$0.00,11/1/2015,,11/23/2015,$0.00,"Davis, Henrietta",13739,60046,False,554888,554888,Bank Reporter 3,11/23/2015
$0.00,,2015-11-03T16:26:08.02,0.0,72,10/31/2015,"$2,495.47",Henrietta,$0.00,"$2,507.47",Bank Report,$12.00,D,$0.00,$0.00,2015,$12.00,10/16 - 10/31/2015,$0.00,False,,$0.00,$0.00,10/16/2015,,11/3/2015,$0.00,"Davis, Henrietta",13739,60046,False,552474,552474,Bank Reporter 3,11/3/2015
$0.00,,2015-10-27T15:50:33.617,0.0,71,10/15/2015,"$2,507.47",Henrietta,$0.00,"$2,507.47",Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,10/1 - 10/15/2015,$0.00,False,,$0.00,$0.00,10/1/2015,,10/27/2015,$0.00,"Davis, Henrietta",13739,60046,False,551651,551651,Bank Reporter 3,10/27/2015
$0.00,,2015-10-07T07:56:30.317,0.0,72,9/30/2015,"$2,507.47",Henrietta,$0.00,"$2,519.47",Bank Report,$12.00,D,$0.00,$0.00,2015,$12.00,9/16 - 9/30/2015,$0.00,False,,$0.00,$0.00,9/16/2015,,10/7/2015,$0.00,"Davis, Henrietta",13739,60046,False,549337,549337,Bank Reporter 3,10/7/2015
$0.00,,2015-09-18T13:43:09.62,0.0,71,9/15/2015,"$2,519.47",Henrietta,$0.00,"$2,519.47",Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,9/1 - 9/15/2015,$0.00,False,,$0.00,$0.00,9/1/2015,,9/18/2015,$0.00,"Davis, Henrietta",13739,60046,False,547121,547121,Bank Reporter 3,9/18/2015
$0.00,,2015-09-03T11:14:18.38,0.0,72,8/31/2015,"$2,519.47",Henrietta,$0.00,"$2,531.47",Bank Report,$12.00,D,$0.00,$0.00,2015,$12.00,8/16 - 8/31/2015,$0.00,False,,$0.00,$0.00,8/16/2015,,9/3/2015,$0.00,"Davis, Henrietta",13739,60046,False,545348,545348,Bank Reporter 3,9/3/2015
$0.00,,2015-08-25T16:24:47.01,0.0,71,8/15/2015,"$2,531.47",Henrietta,$0.00,"$2,531.47",Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,8/1 - 8/15/2015,$0.00,False,,$0.00,$0.00,8/1/2015,,8/25/2015,$0.00,"Davis, Henrietta",13739,60046,False,544372,544372,Bank Reporter 3,8/25/2015
$0.00,,2015-08-05T09:38:18.447,0.0,72,7/31/2015,"$2,531.47",Henrietta,$0.00,"$2,543.47",Bank Report,$12.00,D,$0.00,$0.00,2015,$12.00,7/16 - 7/31/2015,$0.00,False,,$0.00,$0.00,7/16/2015,,8/5/2015,$0.00,"Davis, Henrietta",13739,60046,False,542045,542045,Bank Reporter 3,8/5/2015
$0.00,,2015-07-20T16:17:30.117,0.0,71,7/15/2015,"$2,543.47",Henrietta,$0.00,"$2,543.47",Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,7/1 - 7/15/2015,$0.00,False,,$0.00,$0.00,7/1/2015,,7/20/2015,$0.00,"Davis, Henrietta",13739,60046,False,540212,540212,Bank Reporter 3,7/20/2015
$0.00,,2015-07-06T10:43:46.467,0.0,72,6/30/2015,"$2,543.47",Henrietta,$0.00,"$2,555.47",Bank Report,$12.00,D,$0.00,$0.00,2015,$12.00,6/16 - 6/30/2015,$0.00,False,,$0.00,$0.00,6/16/2015,,7/6/2015,$0.00,"Davis, Henrietta",13739,60046,False,538534,538534,Bank Reporter 3,7/6/2015
$0.00,,2015-06-24T09:40:51.37,0.0,71,6/15/2015,"$2,555.47",Henrietta,$0.00,"$2,555.47",Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,6/1 - 6/15/2015,$0.00,False,,$0.00,$0.00,6/1/2015,,6/24/2015,$0.00,"Davis, Henrietta",13739,60046,False,537218,537218,Bank Reporter 3,6/24/2015
$0.00,,2015-06-11T16:38:01.05,0.0,71,5/15/2015,"$2,567.47",Henrietta,$0.00,"$2,567.47",Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,5/1 - 5/15/2015,$0.00,False,,$0.00,$0.00,5/1/2015,,6/11/2015,$0.00,"Davis, Henrietta",13739,60046,False,535863,535863,Bank Reporter 3,6/11/2015
$0.00,,2015-06-01T10:39:13.49,0.0,72,5/31/2015,"$2,555.47",Henrietta,$0.00,"$2,567.47",Bank Report,$12.00,D,$0.00,$0.00,2015,$12.00,5/16 - 5/30/2015,$0.00,False,,$0.00,$0.00,5/16/2015,,6/1/2015,$0.00,"Davis, Henrietta",13739,60046,False,534481,534481,Bank Reporter 3,6/1/2015
$0.00,,2015-05-06T15:03:28.787,0.0,72,4/30/2015,"$2,567.47",Henrietta,$0.00,"$2,579.47",Bank Report,$12.00,D,$0.00,$0.00,2015,$12.00,4/16 - 4/30/2015,$0.00,False,,$0.00,$0.00,4/16/2015,,5/6/2015,$0.00,"Davis, Henrietta",13739,60046,False,309887,309887,Bank Reporter 3,5/6/2015
$0.00,,2015-04-20T11:13:58.827,0.0,71,4/15/2015,"$2,579.47",Henrietta,$0.00,"$2,579.47",Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,4/1 - 4/15/2015,$0.00,False,,$0.00,$0.00,4/1/2015,,4/20/2015,$0.00,"Davis, Henrietta",13739,60046,False,308045,308045,Bank Reporter 3,4/20/2015
$0.00,,2015-04-02T08:53:37.547,0.0,72,3/31/2015,"$2,579.47",Henrietta,$0.00,"$2,591.47",Bank Report,$12.00,D,$0.00,$0.00,2015,$12.00,3/16 - 3/31/2015,$0.00,False,,$0.00,$0.00,3/16/2015,,4/2/2015,$0.00,"Davis, Henrietta",13739,60046,False,304833,304833,Bank Reporter 3,4/2/2015
$0.00,,2015-03-16T10:47:51.53,0.0,71,3/15/2015,"$2,591.47",Henrietta,$0.00,"$2,591.47",Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,3/1 - 3/15/2015,$0.00,False,,$0.00,$0.00,3/1/2015,,3/16/2015,$0.00,"Davis, Henrietta",13739,60046,False,303868,303868,Bank Reporter 3,3/16/2015
$0.00,,2015-03-03T12:40:35.863,0.0,72,2/28/2015,"$2,591.47",Henrietta,$0.00,"$2,603.47",Bank Report,$12.00,D,$0.00,$0.00,2015,$12.00,2/16 - 2/28-29/2015,$0.00,False,,$0.00,$0.00,2/16/2015,,3/3/2015,$0.00,"Davis, Henrietta",13739,60046,False,303266,303266,Bank Reporter 3,3/3/2015
$0.00,,2015-02-25T10:12:19.143,0.0,71,2/15/2015,"$2,603.47",Henrietta,$0.00,"$2,603.47",Bank Report,$0.00,D,$0.00,$0.00,2015,$0.00,2/1 - 2/15/2015,$0.00,False,,$0.00,$0.00,2/1/2015,,2/25/2015,$0.00,"Davis, Henrietta",13739,60046,False,302948,302948,Bank Reporter 3,2/25/2015
$0.00,,2015-02-05T15:45:11.827,0.0,72,1/31/2015,"$2,603.47",Henrietta,$0.00,"$2,615.47",Bank Report,$12.00,D,$0.00,$0.00,2015,$12.00,1/16 - 1/31/2015,$0.00,False,,$0.00,$0.00,1/16/2015,,2/5/2015,$0.00,"Davis, Henrietta",13739,60046,False,300814,300814,Bank Reporter 3,2/5/2015
